data_as_of,start_date,end_date,group,year,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_deaths,footnote,disease_category,prevalence_rate
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Massachusetts,Female,40-49 years,133,"2,687",141,52,,228,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,9.02
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Massachusetts,Female,45-54 years,231,"4,141",253,95,12,400,,Arthritis,28.63
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Massachusetts,Female,50-64 years,865,"12,888",953,401,30,"1,442",,Depression,10.9
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Massachusetts,Female,55-64 years,709,"10,239",785,339,22,"1,173",,COPD,8.29
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Massachusetts,Female,65-74 years,"1,464","18,514","1,630",667,52,"2,477",,Obesity,37.08
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Massachusetts,Female,75-84 years,"2,585","29,064","2,621","1,076",73,"4,200",,Hypertension,38.13
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Massachusetts,Female,85 years and over,"5,237","52,668","4,052","1,601",122,"7,800",,Depression,17.91
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,All Ages,"37,102","412,252","36,871","18,475",673,"56,130",,Asthma,7.78
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,Under 1 year,,"2,385",37,,,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,38.06
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,0-17 years,47,"4,057",84,10,17,136,,Depression,12.94
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,1-4 years,,434,13,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,4.89
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,5-14 years,19,668,24,,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,19.24
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,15-24 years,82,"3,588",83,32,,135,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,27.28
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,18-29 years,204,"6,435",228,101,,335,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,29.5
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,25-34 years,351,"8,096",368,166,,561,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,12.45
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,30-39 years,520,"10,217",525,249,16,810,,Hypertension,29.84
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,35-44 years,796,"12,274",768,398,21,"1,185",,Obesity,29.51
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,40-49 years,"1,300","15,390","1,174",677,22,"1,817",,Heart Disease,4.36
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,45-54 years,"2,148","22,248","1,980","1,189",40,"2,978",,Obesity,31.16
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,50-64 years,"6,290","67,045","6,336","3,418",124,"9,326",,Asthma,5.29
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,55-64 years,"4,949","53,451","5,074","2,662",95,"7,450",,Hypertension,32.06
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,65-74 years,"8,564","86,557","9,202","4,751",166,"13,169",,Arthritis,29.5
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,75-84 years,"9,898","102,243","10,058","5,073",175,"15,046",,Asthma,6.97
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,All Sexes,85 years and over,"10,279","120,308","9,264","4,196",149,"15,491",,Diabetes,11.94
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,All Ages,"20,084","214,274","20,390","10,479",327,"30,297",,Asthma,10.31
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,Under 1 year,,"1,305",20,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,2.56
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,0-17 years,15,"2,333",47,,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,14.61
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,1-4 years,,244,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,7.01
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,5-14 years,,392,15,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,7.35
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,15-24 years,45,"2,552",51,17,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,5.48
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,18-29 years,116,"4,530",134,58,,194,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,42.38
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,25-34 years,208,"5,547",220,97,,336,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,8.88
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,30-39 years,313,"6,751",315,148,,488,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,14.69
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,35-44 years,470,"7,912",430,225,11,685,,Depression,17.85
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,40-49 years,798,"9,819",705,409,15,"1,108",,Diabetes,10.81
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,45-54 years,"1,362","13,964","1,229",757,23,"1,857",,Obesity,46.88
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,50-64 years,"3,779","41,277","3,738","2,050",56,"5,520",,Obesity,33.08
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,55-64 years,"2,925","32,794","2,969","1,570",42,"4,363",,Hypertension,25.24
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,65-74 years,"5,053","49,826","5,359","2,770",94,"7,729",,COPD,7.93
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,75-84 years,"5,536","52,850","5,753","2,979",80,"8,381",,Obesity,36.19
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Male,85 years and over,"4,474","46,888","4,339","2,059",63,"6,813",,Diabetes,16.8
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,All Ages,"17,018","197,978","16,481","7,996",346,"25,833",,Obesity,36.89
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,Under 1 year,,"1,080",17,0,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,34.54
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,0-17 years,32,"1,724",37,,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,25.87
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,1-4 years,,190,,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,37.11
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,5-14 years,13,276,,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,5.94
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,15-24 years,37,"1,036",32,15,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,19.59
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,18-29 years,88,"1,905",94,43,,141,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,33.15
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,25-34 years,143,"2,549",148,69,,225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,28.73
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,30-39 years,207,"3,466",210,101,,322,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,8.31
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,35-44 years,326,"4,362",338,173,10,500,,Obesity,29.93
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,40-49 years,502,"5,571",469,268,,709,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,19.74
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,45-54 years,786,"8,284",751,432,17,"1,121",,Arthritis,16.39
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,50-64 years,"2,511","25,768","2,598","1,368",68,"3,806",,Obesity,33.19
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,55-64 years,"2,024","20,657","2,105","1,092",53,"3,087",,Diabetes,6.19
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,65-74 years,"3,511","36,731","3,843","1,981",72,"5,440",,Hypertension,15.11
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,75-84 years,"4,362","49,393","4,305","2,094",95,"6,665",,Chronic Kidney Disease,2.67
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Michigan,Female,85 years and over,"5,805","73,420","4,925","2,137",86,"8,678",,Asthma,3.85
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,All Ages,"15,298","188,637","14,526","5,610",382,"24,580",,Hypertension,30.89
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,Under 1 year,10,"1,116",19,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,30.37
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,0-17 years,27,"2,049",72,,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,33.12
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,1-4 years,,234,18,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,27.9
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,5-14 years,,362,24,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,32.05
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,15-24 years,28,"1,815",38,,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,31.89
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,18-29 years,64,"3,014",65,12,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,14.07
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,25-34 years,122,"3,621",115,37,,208,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,5.85
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,30-39 years,187,"4,481",170,68,15,303,,Heart Disease,4.44
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,35-44 years,257,"5,234",236,97,12,407,,Diabetes,13.07
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,40-49 years,380,"6,165",352,150,11,593,,COPD,3.98
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,45-54 years,620,"8,568",560,251,18,946,,Obesity,34.12
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,50-64 years,"2,021","26,385","1,926",887,65,"3,124",,Heart Disease,9.56
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,55-64 years,"1,633","21,144","1,575",729,54,"2,533",,Obesity,37.95
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,65-74 years,"2,761","35,115","2,973","1,218",73,"4,585",,Diabetes,9.04
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,75-84 years,"4,076","46,833","4,045","1,564",94,"6,648",,Obesity,39.36
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,All Sexes,85 years and over,"5,782","64,595","4,923","1,705",113,"9,107",,Arthritis,12.35
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,All Ages,"8,204","97,731","8,041","3,277",183,"13,143",,Asthma,8.4
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,Under 1 year,,607,14,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,9.01
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,0-17 years,15,"1,145",37,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,2.06
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,1-4 years,,123,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,25.65
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,5-14 years,,206,12,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,7.91
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,15-24 years,19,"1,256",16,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,25.19
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,18-29 years,46,"2,179",33,,,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,22.86
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,25-34 years,77,"2,541",72,24,,128,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,27.86
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,30-39 years,120,"3,030",120,51,,195,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,5.03
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,35-44 years,168,"3,420",160,70,,262,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,37.97
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,40-49 years,241,"3,903",213,101,,357,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,29.82
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,45-54 years,403,"5,395",343,174,13,584,,Chronic Kidney Disease,2.93
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,50-64 years,"1,284","16,372","1,157",559,36,"1,917",,Hypertension,28.47
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,55-64 years,"1,029","13,081",935,448,27,"1,543",,Heart Disease,7.43
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,65-74 years,"1,687","20,565","1,820",786,38,"2,756",,Diabetes,15.46
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,75-84 years,"2,305","24,554","2,313",915,50,"3,752",,Obesity,37.78
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Minnesota,Male,85 years and over,"2,506","25,983","2,348",855,42,"4,039",,Depression,19.51
